chunk_id,doc_id,title,topic,url,source_type,source_name,section,chunk_order,last_edited,retrieved,chunk_text,db_chunk_id
uni_022_001,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,H-1B Frequently Asked Questions | Berkeley International Office,1,,4/19/2026,This information covers some commonly asked questions about the H-1B immigration status. Individuals interested in obtaining H-1B status may wish to consult an immigration attorney for detailed information on how U.S. immigration laws apply to their particular situation. The [USCIS H-1B webpage](https://www.uscis.gov/working-united-states/temporary-workers/h-1b-specialty-occupations-dod-cooperative-research-and-development-project-workers-and-fashion-models) also has general H-1B informaiton. The [H-1B Employer Data Hub](https://www.uscis.gov/h-1b-data-hub) includes data regarding H-1Bs starting from fiscal year 2009 to current.,486
uni_022_002,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,1. What is an H-1B?,2,,4/19/2026,"The H-1B is an employer-sponsored nonimmigrant classification which allows persons who are not citizens or permanent residents of the U.S. to work in a specialty occupation for up to six years with very limited exceptions. ""Employer-sponsored"" means that the employer must apply for the H-1B on behalf of the prospective H-1B employee through the United States Citizenship and Immigration Services [(USCIS)](http://www.uscis.gov/portal/site/uscis). ""Specialty occupation"" means a position that requires specialized knowledge and skills, and at least a bachelor's degree in that specialty. The H 1B also requires that the H-1B employer pay the H-1B employee the prevailing wage or the actual wage, whichever is higher. The prevailing wage is the salary paid to workers in similar occupations in the geographic area of the intended employment. The actual wage is the wage that the employer pays employees in similar occupations at the location of the intended employment.. Since the procedures and record keeping required for the H-1B are complex, an attorney or other trained person will be necessary to complete the paperwork.",487
uni_022_003,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,2. What kinds of occupations qualify for H-1B status?,3,,4/19/2026,"A broad range of professional occupations qualify for H-1B status. Generally, professional-level occupations in engineering, biological, physical, social sciences, mathematics, and business administration will qualify for H-1B. A bachelor's degree is always the minimum requirement for an occupation to qualify for H-1B status, but depending on the position, an advanced degree (Master's or Ph.D.) may be necessary.",488
uni_022_004,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,3. Who is eligible to obtain H-1B status?,4,,4/19/2026,"H-1B status is available to a person who has been offered a temporary professional position by a U.S. employer. A bachelor's degree or higher in a related area is the minimum educational level required for a position to qualify for H-1B status, and the H-1B employee must have this degree (or higher).",489
uni_022_005,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,4. Am I eligible for H-1B status since I have a bachelor's degree?,5,,4/19/2026,Not necessarily. The job itself must require a bachelor's degree or higher in a specialized field. You must then have that degree to qualify for H-1B status.,490
uni_022_006,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,5. Is it difficult to get H-1B status in certain kinds of jobs?,6,,4/19/2026,"It may be particularly difficult to get H-1B status for certain types of jobs. Positions in sales can be difficult if they do not require special training. Some positions in the computer industry, especially computer programming, can be difficult because the minimum requirements for some computer-related jobs are not always well established. An attorney can advise you as to the applicability of an H-1B for a particular job.",491
uni_022_007,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,6. Is there a minimum salary for a job in H-1B status?,7,,4/19/2026,"Yes, the employer hiring an H-1B worker, must have documentation to prove, and then must certify to the U.S. Department of Labor (DOL) that it will pay the H-1B employee the prevailing wage or the actual wage, whichever is higher. The prevailing wage is the salary paid to workers in similar occupations in the geographic area of the intended employment. The actual wage is the wage that the employer pays employees in similar occupations at the location of the intended employment. The employer must also certify that it is not displacing any U.S. workers to hire the H-1B applicant, and that there are no strikes or other work stoppages in the occupation in which the H-1B applicant will be employed. The employer makes these declarations, under penalty of perjury, by submitting to DOL for certification a form called a ""Labor Condition Application"" (LCA).",492
uni_022_008,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,7. What must the employer do to hire an H-1B worker?,8,,4/19/2026,"After receiving the certified Labor Condition Application (LCA) from DOL, the employer then submits a petition (application), with supporting documentation to the USCIS. There is a USCIS filing fee for all H-1B petitions as well as additional fees for certain H-1B petitions. Please see the [USCIS ](https://www.uscis.gov/forms/h-and-l-filing-fees-form-i-129-petition-nonimmigrant-worker) website on fee information.",493
uni_022_009,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,8. How long does it take to obtain H-1B status?,9,,4/19/2026,"The amount of time required to obtain H-1B status varies according to circumstances at the particular employer, DOL and the USCIS. The total processing time at DOL including prevailing wage determination (if necessary)/LCA, and USCIS processing can take as long as six to seven months or longer. Processing times at the USCIS service centers can vary, and you can check their processing times at the [USCIS website](https://egov.uscis.gov/processing-times/).",494
uni_022_010,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,"9. What is the H-1B ""cap""?",10,,4/19/2026,"The cap refers to the limit of H-1B visas allowed per federal fiscal year (FY). A fiscal year begins on October 1st and ends on September 30th of the following year. Current regulations set the cap at 65,000 H-1B visas for the entire country. To check the latest cap count please visit the [USCIS website](http://www.uscis.gov/h-1b_count).",495
uni_022_011,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,10. Who is exempt from the H-1B cap?,11,,4/19/2026,"Universities and related nonprofit entities, nonprofit research organizations and government research organizations are exempt from the cap. These employers are able to submit an H-1B application to the USCIS at any time during the year without concern for the fiscal year limit. However, a person who works for an H-1B cap-exempt employer who changes jobs to an employer that is not exempt may become subject to the H-1B cap.

There is also an exemption from the annual cap for the first 20,000 new H-1B beneficiaries who have earned a Master's degree or higher from a U.S. institution of higher education.",496
uni_022_012,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,11. What is the H-1B Electronic Registration Process?,12,,4/19/2026,"In 2020, USCIS implemented an electronic registration process for the H-1B cap. USCIS does not consider a cap-subject H-1B petition to be properly filed unless it is based on a valid, selected registration for the same beneficiary and the appropriate fiscal year, unless the registration requirement is suspended. For more information about the H-1B registration process, visit our [H-1B Electronic Registration Process](https://www.uscis.gov/working-in-the-united-states/temporary-workers/h-1b-specialty-occupations/h-1b-electronic-registration-process) webpage.",497
uni_022_013,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,12. How are Registrations selected under the H-1B Cap Process?,13,,4/19/2026,"On Dec. 23, 2025, DHS announced a [final rule](https://www.federalregister.gov/public-inspection/2025-23853/weighted-selection-process-for-registrants-and-petitioners-seeking-to-file-cap-subject-h-1b) to amend regulations governing the process by which USCIS selects H-1B registrations for unique beneficiaries for filing of H-1B cap-subject petitions. The rule implements a weighted selection process that will favor allocating H-1B visas to higher-skilled and higher-paid aliens while maintaining the opportunity for employers to secure H-1B workers at all wage levels. This final rule is effective Feb. 27, 2026, and will be in place for the FY 2027 H-1B cap registration season.",498
uni_022_014,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,13. When is the best time to submit the H-1B application to the USCIS?,14,,4/19/2026,"Assuming the H-1B registration has been selected the H-1B petition must be filed within a 90 window, typically between April 1 and June 30. In addition, the earliest start date is October 1 and you may file an H-1B petition no more than 6 months before the employment start date requested for the beneficiary.",499
uni_022_015,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,14. How should I explain H-1B status to a prospective employer?,15,,4/19/2026,"It is important for an employer to understand that the H 1B is employer-sponsored, which means that they are responsible for submitting the petition to the USCIS. If an employer is unfamiliar with the H-1B status and/or application procedures, an immigration attorney should be consulted to oversee the process. As a prospective employee, you may want to consult with an immigration attorney about a particular position before your job interview to prepare for any questions the employer may have about your work eligibility.",500
uni_022_016,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,15. I am an international student. Do I have to use Practical Training (F-1) or Academic Training (J-1) before I can get the H-1B?,16,,4/19/2026,"Not necessarily. However, most F-1 or J-1 students will find it advantageous to obtain Practical Training or Academic Training to begin working as soon as they are offered the job since cap subject employment may not start until October 1st, and since H-1B employment may not be possible due to the cap.",501
uni_022_017,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,16. My immigration status is J-1 Exchange Visitor. Am I eligible for H-1B status?,17,,4/19/2026,"Certain, but not all, J-1 Exchange Visitors may be subject to a [Two-Year Home Country Physical Presence Requirement](https://internationaloffice.berkeley.edu/two-year_requirement) and are not eligible for the H-1B status until the requirement has been satisfied or waived by the USCIS based on a recommendation from the U.S. Department of State. If this two-year requirement does not apply, you are eligible for H-1B status if you meet other eligibility requirements. If you are uncertain as to whether this requirement applies to you, consult with a Berkeley International Office Advisor.",502
uni_022_018,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,17. Can I obtain an H-1B while I'm residing outside of the U.S.?,18,,4/19/2026,"Yes, it is possible for an employer to apply for the H-1B on your behalf while you are residing outside of the U.S. Once approved, you would obtain the H-1B visa stamp at an U.S. Embassy/Consulate and enter the U.S. in that status.",503
uni_022_019,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,18. Can I change jobs after I get my H-1B?,19,,4/19/2026,"An H-1B approval is employer-specific. It permits an H-1B status holder to work only for the employer that filed the petition. If you decide to change employers, the new employer must apply for the H-1B on your behalf. Consult with an immigration attorney if you are planning to terminate your employment or learn that your employment is being terminated. The H-1B is also position-specific. Therefore, if your H 1B employer wishes to significantly change your job duties or other conditions of employment after securing approval of your H-1B petition, the employer is required to submit an amended petition to the USCIS. In both of these cases, under certain conditions, you MAY be eligible to be paid in the new position after the employer has received the USCIS receipt notice for the H-1B petition (this is called ""H-1B portability"").",504
uni_022_020,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,19. Is H-1B status the only way that I can qualify to work in the U.S.?,20,,4/19/2026,"You may be eligible for other types of nonimmigrant (temporary) status that would allow you to work in the United States such as the treaty/trader investment classifications, the TN status for Canadian or Mexican citizens, the J-1 exchange visitor status, the E-3 status for Australian citizens, or the O-1. An immigration attorney can advise you about the eligibility requirements for these immigration categories.",505
uni_022_021,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,20. What is the role of an attorney in the H-1B petition process?,21,,4/19/2026,"An attorney can help you and the employer present the best case for approval of the H-1B status application to the USCIS. However, an attorney cannot guarantee success of an H-1B application nor can an attorney obtain an H-1B for an unqualified person. In many cases, an attorney may be able to determine in advance whether or not your position and credentials would qualify for an H-1B.",506
uni_022_022,uni_022,H-1B Frequently Asked Questions | Berkeley International Office,h1b,https://internationaloffice.berkeley.edu/h-1b_faqs,uni,berkeley,21. What status would my spouse and children have when I am granted H-1B Status?,22,,4/19/2026,Dependents of H-1B status holders (legal spouse and children under age 21) can apply for H-4 status. H-4 status holders are not eligible to work except in limited situations. For more information please visit the [USCIS website](https://www.uscis.gov/working-united-states/temporary-workers/employment-authorization-certain-h-4-dependent-spouses).,507
uni_023_001,uni_023,Visa Information & Application Process | Office of Global Initiatives,visa,https://www.njit.edu/global/visa-information-application-process,uni,njit,Visa Information & Application Process,1,,4/19/2026,"Visa Information & Application Process

A list of all U.S. embassies and consulates can be found at [www.usembassy.gov](http://www.usembassy.gov/). We recommend that you check with the U.S. embassy or consulate nearest to you to get updated information regarding the documentation you will need to provide in order to apply for a student visa.

Students are required to provide their visa application form (with the appropriate, non-refundable fee), their passport, an I-901 SEVIS fee receipt, the Certificate of Eligibility (Forms I-20 or DS-2019), along with your acceptance letter issued by NJIT, and original support documents from financial sponsors (family, friends, organizations, etc.).

__What to Bring With You to the Visa Interview__

Be sure to bring the following with you to the visa appointment:

- Passport
- Required photo(s)
- Proof of visa fee payment
- SEVIS I-901 fee payment receipt
- U.S. non-immigrant visa application forms
- NJIT acceptance letter
- Form I-20 or DS-2019 issued by NJIT
- Test scores and academic records
- Proof of financial support
- Evidence of ties to your home country
- Any other documents required by the embassy or consulate

__What you need to know__

*Financial certification*

The consulate officer will require evidence of strong ties to your home country such as family, business, or financial support in your country. You must demonstrate that you have a residence abroad that you do not intend to leave behind following your completion of studies.

*Educational goals*

You should be able to explain why you chose NJIT and why you want to study in the United States, instead of studying in your country. Be very clear about your educational goals and career plans back in your country after graduation.

*Be clear*

Your interview will likely be only a few minutes long; make sure you respond to questions in a clear and concise way, to give a leave a good impression on the visa officer.

*Leaving family behind*

Be prepared to explain how your family will be financially supported while you are NJIT if they will remain in your country while you are pursuing your degree in the United States.

*English proficiency*

Your interview will likely be conducted in English.

__Visa denials and visa delays__

The most common reasons for visa denials are:

- Lack of evidence to prove financial capability to study in the United States
- Lack of evidence to prove strong ties to the home country otherwise known as ""nonimmigrant intent""

If your visa application is denied, you will be able to reapply for a visa; however, please alert the Admissions Office ([admissions@njit.edu](mailto:admissions@njit.edu)) as well as the Office of Global Initiatives ([global@njti.edu](mailto:global@njti.edu)).

Visa delays can happen due to many different factors, including but not limited to: holidays, request for additional information, security clearance, etc. We recommend that you apply for your visa as early as possible. Students can apply for their visas up to 120 days prior to the start of their program (see your I-20 or DS2019 for your program start date).",508
uni_023_002,uni_023,Visa Information & Application Process | Office of Global Initiatives,visa,https://www.njit.edu/global/visa-information-application-process,uni,njit,Visa Information & Application Process,2,,4/19/2026,"If your visa application is denied, you will be able to reapply for a visa; however, please alert the Admissions Office ([admissions@njit.edu](mailto:admissions@njit.edu)) as well as the Office of Global Initiatives ([global@njti.edu](mailto:global@njti.edu)).

Visa delays can happen due to many different factors, including but not limited to: holidays, request for additional information, security clearance, etc. We recommend that you apply for your visa as early as possible. Students can apply for their visas up to 120 days prior to the start of their program (see your I-20 or DS2019 for your program start date).

__F or J Visa__

Most students come to the United States on an F-1 student visa. This visa type will be used for students coming to NJIT to pursue their degrees. NJIT will issue a Form I-20 for students who are applying for an F-1 visa.

If you are participating in the exchange visitor program, you need to obtain a J-1 visa. Generally, a J-1 visa is required for students who are sponsored by a government agency or are a participant in a formal exchange program with NJIT and an institution abroad. In some cases, J-1 students may have requirements that prevent them from remaining in the U.S. upon completion of studies.

__Other Visas__

DO NOT enter the U.S. as a tourist with a B-1, B-2 visa stamp or with a WT (waiver tourist) if you are a citizen of a country that is eligible for the Visa Waiver Program.

If you enter as a tourist, you must apply for a [change of status](https://www.njit.edu/global/changeofstatus#collapseTwo#tab-0) to F-1 or J-1, in order to enroll as a full-time student. Unfortunately, the change may take several months to process and you cannot begin your program until your new status has been approved. Waiver tourists are not eligible to change to any other non-immigrant status. Therefore, if you plan to come to the U.S. to study, it is very important that you enter with an F-1 or J-1 visa.

__Students Currently in the United States__

*Transfer students:*

F-1 visa holders enrolled at another institution in the U.S. are responsible for contacting their current/former school to request the transfer of their SEVIS record to NJIT (SEVIS school code: NEW214F00245000).

The release date should be on or after the completion of studies and/or OPT (but before the start of the term). We do not require a transfer in form.

Incoming NJIT students must submit an I20 request on the myglobal portal with their current immigration information and financial documents. Access to this portal is only available after the enrollment deposit is submitted.

Once the I20 request is conditionally approved, students will receive information regarding enrollment steps such as orientation, the check-in process, and course registration.

The NJIT I20 will be issued within 1-2 business days after the SEVIS record is received from the current/former school (with an approved I20 application).",509
uni_023_003,uni_023,Visa Information & Application Process | Office of Global Initiatives,visa,https://www.njit.edu/global/visa-information-application-process,uni,njit,Visa Information & Application Process,3,,4/19/2026,"Incoming NJIT students must submit an I20 request on the myglobal portal with their current immigration information and financial documents. Access to this portal is only available after the enrollment deposit is submitted.

Once the I20 request is conditionally approved, students will receive information regarding enrollment steps such as orientation, the check-in process, and course registration.

The NJIT I20 will be issued within 1-2 business days after the SEVIS record is received from the current/former school (with an approved I20 application).

Note regarding students on OPT: The transfer of the SEVIS record will end OPT immediately therefore students should ask their school to schedule the release of the record after they complete OPT and SEVP portal reporting.

*Other Visa Status:*

If you are currently holding another visa type and wish to apply for a change to F-1, please see the [change of status information](https://www.njit.edu/global/changeofstatus).

__Canadian Citizens__

Canadian citizens are exempt from visa requirements, but must present the following documents upon entering the United States:

- NJIT Form I-20
- Proof of SEVIS I-901 Fee Payment
- Proof of financial support matching the information on your Form I-20
- NJIT acceptance letter
- Canadian passport

Other than the visa requirements for entry into the U.S., all travel documents and regulations for Canadian citizens are the same as for other F-1 visa holders. Since changes in these requirements are possible, it is best to check with the nearest U.S. consulate to learn if any changes have taken place.

**Arrival:****By law, international students may not enter the US more than 30 days prior to the start date indicated on their I20 or DS2019. **",510
uni_024_001,uni_024,Full-Time Enrollment and Full-Time Certification | Office of Global Initiatives,enrollment certification,https://www.njit.edu/global/full-time-enrollment-and-full-time-certification,uni,njit,Full-Time Enrollment and Full-Time Certification,1,,4/19/2026,"Learn about full-time enrollment requirements for F1 Students.

All F-1 international students must be enrolled full-time every fall and spring semester. Summer and winter term enrollment is optional unless it is your final (graduating) semester.

Dropping below full-time enrollment without prior authorization from OGI is considered a serious violation of your F-1 status and can be cause for termination of your SEVIS record.

There are [6 different modes of instruction](https://www5.njit.edu/registrar/instructionaldelivery/) for NJIT courses.

- ""Face-to-face,"" ""converged learning,"" and ""hybrid"" are considered in-person. F-1 and J-1 international students are required to attend all converged learning classes in-person.
- All other modes are considered online.

**You must have at least one in-person class in your final semester, even if your final semester is a summer term.**

**Undergraduate students**

*Limit on online courses:*Only 3 online credits per semester may count towards full-time enrollment. This means, you must have at least 9 credits of in person coursework every semester.

-
**You may drop below 12 credits only if:**-
You are in your last semester and you do not need 12 credits in order to graduate.
*You must apply for Full Time Certification (FTC) in order to avoid SEVIS termination in your final semester if you are enrolled less than full time. See the next tab called ""How to apply for full time certification"" for instructions.* -
You have medical or academic reasons that warrant dropping below full time.
-
You must submit the
[Adviser Form for Reduced Course Load](https://www.njit.edu/global/forms)or the[Reduced Course Load for Medical Reasons Request Form](https://www.njit.edu/global/forms).-
Medical documentation from a U.S. based doctor is required for a medical reduced course load.

-

-

-

**Graduate students**

*Limit on online courses:*Only 3 online credits per semester may count towards full-time enrollment. This means you must have at least 6 credits in person every semester.

-
**You may only drop below 9 credits if:**-
You are in your last semester and you need fewer than 9 credits in order to graduate.
-
*You must apply for Full Time Certification (FTC) in order to avoid SEVIS termination in your final semester if you are enrolled less than full time. See the next tab called ""How to apply for full time certification"" for instructions.*

-
-
You are taking fewer than the required number of credits due
[CPT Authorization](https://www.njit.edu/global/curricular-practical-training)for a co-op/internship.-
*You must apply for Full Time Certification (FTC) in order to avoid SEVIS termination in your final semester if you are enrolled less than full time. See the next tab called ""How to apply for full time certification"" for instructions.*

-
-
You have medical reasons that warrant dropping below full time.
-
If you are a
**Doctoral student**you must request to be Full-Time Certified online through the Highlander Pipeline. - If you are a
**Master's student**you must submit the[Reduced Course Load for Medical Reasons Request Form](/global/forms/). Medical documentation from a U.S. based doctor is required for a medical reduced course load.

-

-",511
uni_024_002,uni_024,Full-Time Enrollment and Full-Time Certification | Office of Global Initiatives,enrollment certification,https://www.njit.edu/global/full-time-enrollment-and-full-time-certification,uni,njit,Full-Time Enrollment and Full-Time Certification,2,,4/19/2026,"-
-
You are taking fewer than the required number of credits due
[CPT Authorization](https://www.njit.edu/global/curricular-practical-training)for a co-op/internship.-
*You must apply for Full Time Certification (FTC) in order to avoid SEVIS termination in your final semester if you are enrolled less than full time. See the next tab called ""How to apply for full time certification"" for instructions.*

-
-
You have medical reasons that warrant dropping below full time.
-
If you are a
**Doctoral student**you must request to be Full-Time Certified online through the Highlander Pipeline. - If you are a
**Master's student**you must submit the[Reduced Course Load for Medical Reasons Request Form](/global/forms/). Medical documentation from a U.S. based doctor is required for a medical reduced course load.

-

-

*All students enrolled less than 9 credits are still limited to only 3 online credits and you must have at least 1 in-person class. Exceptions may apply for medical reduced course load. You must have prior authorization from OGI to drop below full time for medical or academic reasons.*

For example, master’s students typically follow this sequence of number of credits per semester:

- Option 1: 9-9-9-3 (in this case the student will graduate at the end of the 4th semester)
- Option 2: 12-12-6* (in this case the student will graduate at the end of the 3rd semester)

*Master's thesis students may be Full-Time Certified twice when enrolled in only 3 master's thesis credits. Students cannot take 6 thesis credits at once. Thesis credits have to be combined with other courses.

**Ph.D. students**

*only*.

-
**You may drop below 9 credits if:**-
You have passed the qualifying exams and are only required to enroll in only (1) dissertation credit.
-
*You must apply for Full Time Certification (FTC) in order to avoid SEVIS termination in your final semester if you are enrolled less than full time. See the next tab called ""How to apply for full time certification"" for instructions.*

-

-

*Limit on online courses:*Only 3 online credits per semester may count towards full-time enrollment. This means you must have at least 6 credits in person every semester.

**You must request to be ""Full-Time Certified"" through the Highlander Pipeline**.

1) Log into the Highlander Pipeline

2) Go to *International Student SVCS*

3) Select *Full Time Certification (FTC)*

**Complete the FTC form only after you have finalized your schedule for the semester.******If you change your schedule after submitting this form, you will be required to submit it again.

**The OGI will review all FTC submissions once the semester begins.**- There is no need to contact the OGI to inquire about the status of your submission. If we have questions upon review, we will contact you or your academic adviser directly.",512
uni_025_001,uni_025,Change of Status to F-1 | Office of Global Initiatives,change of status,https://www.njit.edu/global/changeofstatus,uni,njit,Change of Status to F-1,1,,4/19/2026,"Information for individuals wishing to obtain F-1 Student status.

Students already present in the U.S. may be required to, or wish to, change their current immigration status to **F-1 International Student** prior to or during their enrollment at NJIT.

**Option 1:** Students may **TRAVEL** outside of the US, after obtaining an NJIT Form I-20, in order to attend an F-1 Visa Interview and re-enter the US in F-1 status.

- Request a Form I-20. Processing time is 7 business days.

**New, incoming NJIT students***(have NOT already begun coursework with the university)*must submit the[I20 request form on the myglobal portal](https://myglobal.njit.edu/istart/controllers/start/StartEngine.cfm).**Current/continuing students***(HAVE already begun coursework with NJIT)*on a different immigration status should follow the instructions provided below to submit a request for a ""Change of Status"" form I-20.- The online
[Request Form](https://www.njit.edu/global/forms)(must be logged in with your NJIT email address) - The
[Application for the Form I-20](http://www.njit.edu/global/sites/njit.edu.global/files/APPLICATION%20FOR%20I-20%20FORM%20Spring%202020.pdf)to OGI. - The NJIT
[financial statement](/global/sites/njit.edu.global/files/OGI%20Financial%20Statement%202025-2026_Fillable.pdf)and proof of sufficient funding - A copy of the biographical page of your passport
- A copy of your current visa
- Most recent I-94
- If your spouse or child(ren) will be your dependents in the U.S., submit all required documents for
[adding a dependent to your SEVIS record](https://www.njit.edu/global/bringing-your-family).

- The online

- After receiving the new Form I-20, students must pay the
[I-901 SEVIS fee](https://www.fmjfee.com/i901fee/index.html)and*print*the receipt. - Schedule and attend a visa appointment at the
[U.S. consulate](https://www.usembassy.gov/)or embassy outside of the US. - After receiving the F1 visa stamp, students are able to reenter the U.S. with the Form I-20 and F-1 visa.
- Submit a copy of the newest I-94 record and F1 visa stamp via the mandatory check-in forms on myglobal.

**Option 2:** Students may apply to USCIS for a **CHANGE OF STATUS** if they are unable to travel or have no upcoming travel plans. For more information on changing your status within the U.S., read below.

- The current processing time with USCIS for change of status applications is
**8-15 months.** - Change of status applications are considered ""abandoned"" by USCIS if the applicant departs the U.S. while the application is pending.
- A change of status approval from USCIS will grant the individual the new status, and eligibility for benefits of that status, for the duration of time listed on the I797C Approval notice, or, until the individual departs the U.S.
- If the individual departs the U.S., then they will need to obtain an F1 Visa stamp from a US embassy abroad in order to re-enter the U.S. in F1 Status.

[Eligibility for Change of Status in the U.S.](#collapseOne)

You may be able to change your immigration status without departing the U.S. if:

- You are maintaining your current status.
- You are eligible for the new F-1 status.
- Your current status does not prohibit change of status in the U.S.",513
uni_025_002,uni_025,Change of Status to F-1 | Office of Global Initiatives,change of status,https://www.njit.edu/global/changeofstatus,uni,njit,Change of Status to F-1,2,,4/19/2026,"- The current processing time with USCIS for change of status applications is
**8-15 months.** - Change of status applications are considered ""abandoned"" by USCIS if the applicant departs the U.S. while the application is pending.
- A change of status approval from USCIS will grant the individual the new status, and eligibility for benefits of that status, for the duration of time listed on the I797C Approval notice, or, until the individual departs the U.S.
- If the individual departs the U.S., then they will need to obtain an F1 Visa stamp from a US embassy abroad in order to re-enter the U.S. in F1 Status.

[Eligibility for Change of Status in the U.S.](#collapseOne)

You may be able to change your immigration status without departing the U.S. if:

- You are maintaining your current status.
- You are eligible for the new F-1 status.
- Your current status does not prohibit change of status in the U.S.

Generally, individuals are not eligible to change status if your period of authorized stay has already expired, or if you have otherwise violated the conditions of your current status. Applying for a change of status with USCIS under these conditions will most likely result in a denial of your application.

The OGI recommends that all students with pending change of status applications with USCIS follow the guidelines for full time enrollment for F1 Students during the time their applications are pending. Students may review full time enrollment requirements [HERE.](https://www.njit.edu/global/full-time-enrollment-and-full-time-certification)

There could be other restrictions as well, such as individuals admitted under the Visa Waiver Program. Contact an international advisor for more information.

If you are planning to change your status to F-1, you may wish to meet with an international advisor to discuss your options and next steps; find advisor availability [here](https://www.njit.edu/global/contact).

**Instructions:**

**Request an I-20 form. Processing time is 7 business days.**

**Incoming NJIT students**(*have NOT already begun coursework with the university*) must submit the[I20 request form on the myglobal portal](https://myglobal.njit.edu/istart/controllers/start/StartEngine.cfm).

**Current/continuing students***(HAVE already begun coursework with NJIT)*on a different immigration status should follow the instructions below to submit a request for a ""Change of Status"" form I-20.- The online
[Request Form](https://www.njit.edu/global/forms)(must be logged in with your NJIT email address and account): - The
[Change of Status form](https://www.njit.edu/global/sites/njit.edu.global/files/CHANGE%20OF%20STATUS-fall%202018.pdf) - The NJIT
[financial statement](/global/sites/njit.edu.global/files/OGI%20Financial%20Statement%202025-2026_Fillable.pdf)with proof of sufficient funding - A copy of the biographical page of your passport
- A copy of your current visa
- Most recent I-94
- If your spouse or child(ren) will be your dependents in the U.S., submit all
[required documents](https://www.njit.edu/global/bringing-your-family)for adding a dependent.

- The online

**Submit your completed application to USCIS.**

- The OGI will email you your Change of Status Form I-20 once your application has been reviewed and approved.
- Students are responsible for submitting their application to USCIS
- USCIS can take more than 6+ months to process a change of status application.
- Your current immigration status must remain valid during the processing time.",514
